date,key_rate,inflation,usd_rub,brent
2024-08-26,18.0,8.9,88.0,82.0
2024-08-27,18.0,8.9,88.0,82.0
2024-08-28,18.0,8.9,88.0,82.0
2024-08-29,18.0,8.9,88.0,82.0
2024-08-30,18.0,8.9,88.0,82.0
2024-09-02,18.0,8.9,92.0,73.0
2024-09-03,18.0,8.9,92.0,73.0
2024-09-04,18.0,8.9,92.0,73.0
2024-09-05,18.0,8.9,92.0,73.0
2024-09-06,18.0,8.9,92.0,73.0
2024-09-09,18.0,8.9,92.0,73.0
2024-09-10,18.0,8.9,92.0,73.0
2024-09-11,18.0,8.9,92.0,73.0
2024-09-12,18.0,8.9,92.0,73.0
2024-09-13,19.0,8.9,92.0,73.0
2024-09-16,19.0,8.9,92.0,73.0
2024-09-17,19.0,8.9,92.0,73.0
2024-09-18,19.0,8.9,92.0,73.0
2024-09-19,19.0,8.9,92.0,73.0
2024-09-20,19.0,8.9,92.0,73.0
2024-09-23,19.0,8.9,92.0,73.0
2024-09-24,19.0,8.9,92.0,73.0
2024-09-25,19.0,8.9,92.0,73.0
2024-09-26,19.0,8.9,92.0,73.0
2024-09-27,19.0,8.9,92.0,73.0
2024-09-30,19.0,8.9,92.0,73.0
2024-10-01,19.0,8.9,92.0,73.0
2024-10-02,19.0,8.9,92.0,73.0
2024-10-03,19.0,8.9,92.0,73.0
2024-10-04,19.0,8.9,92.0,73.0
2024-10-07,19.0,8.9,92.0,73.0
2024-10-08,19.0,8.9,92.0,73.0
2024-10-09,19.0,8.9,92.0,73.0
2024-10-10,19.0,8.9,92.0,73.0
2024-10-11,19.0,8.9,92.0,73.0
2024-10-14,19.0,8.9,92.0,73.0
2024-10-15,19.0,8.9,92.0,73.0
2024-10-16,19.0,8.9,92.0,73.0
2024-10-17,19.0,8.9,92.0,73.0
2024-10-18,19.0,8.9,92.0,73.0
2024-10-21,19.0,8.9,92.0,73.0
2024-10-22,19.0,8.9,92.0,73.0
2024-10-23,19.0,8.9,92.0,73.0
2024-10-24,19.0,8.9,92.0,73.0
2024-10-25,19.0,8.9,92.0,73.0
2024-10-28,19.0,8.9,92.0,73.0
2024-10-29,19.0,8.9,92.0,73.0
2024-10-30,19.0,8.9,92.0,73.0
2024-10-31,19.0,8.9,92.0,73.0
2024-11-01,19.0,8.9,92.0,73.0
2024-11-04,19.0,8.9,92.0,73.0
2024-11-05,19.0,8.9,92.0,73.0
2024-11-06,19.0,8.9,92.0,73.0
2024-11-07,19.0,8.9,92.0,73.0
2024-11-08,19.0,8.9,92.0,73.0
2024-11-11,19.0,8.9,92.0,73.0
2024-11-12,19.0,8.9,92.0,73.0
2024-11-13,19.0,8.9,92.0,73.0
2024-11-14,19.0,8.9,92.0,73.0
2024-11-15,19.0,8.9,92.0,73.0
2024-11-18,19.0,8.9,92.0,73.0
2024-11-19,19.0,8.9,92.0,73.0
2024-11-20,19.0,8.9,92.0,73.0
2024-11-21,19.0,8.9,92.0,73.0
2024-11-22,19.0,8.9,92.0,73.0
2024-11-25,19.0,8.9,92.0,73.0
2024-11-26,19.0,8.9,92.0,73.0
2024-11-27,19.0,8.9,92.0,73.0
2024-11-28,19.0,8.9,92.0,73.0
2024-11-29,19.0,8.9,92.0,73.0
2024-12-02,19.0,8.9,92.0,73.0
2024-12-03,19.0,8.9,92.0,73.0
2024-12-04,19.0,8.9,92.0,73.0
2024-12-05,19.0,8.9,92.0,73.0
2024-12-06,19.0,8.9,92.0,73.0
2024-12-09,19.0,8.9,92.0,73.0
2024-12-10,19.0,8.9,92.0,73.0
2024-12-11,19.0,8.9,92.0,73.0
2024-12-12,19.0,8.9,92.0,73.0
2024-12-13,19.0,8.9,92.0,73.0
2024-12-16,19.0,8.9,92.0,73.0
2024-12-17,19.0,8.9,92.0,73.0
2024-12-18,19.0,8.9,92.0,73.0
2024-12-19,19.0,8.9,92.0,73.0
2024-12-20,19.0,8.9,92.0,73.0
2024-12-23,19.0,8.9,92.0,73.0
2024-12-24,19.0,8.9,92.0,73.0
2024-12-25,19.0,8.9,92.0,73.0
2024-12-26,19.0,8.9,92.0,73.0
2024-12-27,19.0,8.9,92.0,73.0
2024-12-30,19.0,8.9,92.0,73.0
2024-12-31,19.0,8.9,92.0,73.0
